id,category,severity,severity_ordinal,priority_score,hours_since_submission,hours_since_status_change,related_count,assigned,department_id,sla_deadline_hours,is_safety_risk,breach
4442,drainage,LOW,1,17,48.77,35.41,0,0,3,48,0,0
4443,streetlight,MEDIUM,2,30,14.3,13.33,0,1,4,24,0,1
4444,garbage,MEDIUM,2,74,71.94,18.1,5,1,2,72,0,1
4445,garbage,MEDIUM,2,39,85.16,23.23,0,0,2,72,0,1
4446,other,MEDIUM,2,33,89.39,38.31,0,1,7,72,0,1
4447,water_leakage,MEDIUM,2,41,42.27,22.98,1,1,5,24,0,1
4448,other,LOW,1,19,61.25,41.92,0,1,7,72,0,1
4449,water_leakage,LOW,1,23,21.73,14.47,0,1,5,24,0,1
4450,streetlight,LOW,1,18,12.36,1.67,0,1,4,24,0,1
4451,streetlight,HIGH,3,88,14.98,10.64,1,1,4,24,1,1
4452,garbage,HIGH,3,81,20.16,5.02,4,1,2,72,0,0
4453,streetlight,MEDIUM,2,30,2.44,0.25,0,0,4,24,0,1
4454,other,HIGH,3,47,11.91,4.74,0,1,7,72,0,0
4455,streetlight,LOW,1,18,7.4,6.43,0,0,4,24,0,1
4456,streetlight,LOW,1,33,11.92,4.34,1,0,4,24,0,0
4457,garbage,LOW,1,19,37.65,5.55,0,1,2,72,0,0
4458,drainage,LOW,1,16,49.04,22.95,0,1,3,48,0,0
4459,water_leakage,MEDIUM,2,31,7.76,4.85,0,0,5,24,0,0
4460,pothole,LOW,1,25,9.61,9.41,0,1,1,48,0,0
4461,drainage,MEDIUM,2,48,24.91,14.61,2,1,3,48,0,1
4462,other,LOW,1,28,27.79,25.21,1,1,7,72,0,0
4463,water_leakage,HIGH,3,75,15.56,13.29,0,1,5,24,1,0
4464,other,LOW,1,25,68.56,58.73,0,1,7,72,0,0
4465,pothole,LOW,1,18,40.22,35.74,0,1,1,48,0,0
4466,pothole,MEDIUM,2,65,7.93,1.99,4,1,1,48,0,0
4467,water_leakage,MEDIUM,2,30,35.68,9.21,0,0,5,24,0,0
4468,other,LOW,1,24,34.82,14.48,0,1,7,72,0,0
4469,other,LOW,1,19,104.85,42.84,0,1,7,72,0,0
4470,garbage,HIGH,3,51,103.14,37.36,0,1,2,72,0,1
4471,streetlight,LOW,1,16,33.38,10.51,0,0,4,24,0,0
4472,drainage,LOW,1,19,62.83,9.17,0,0,3,48,0,1
4473,garbage,HIGH,3,69,62.29,34.75,2,1,2,72,0,0
4474,other,LOW,1,24,119.95,4.33,0,0,7,72,0,1
4475,garbage,MEDIUM,2,48,110.22,44.53,1,1,2,72,0,0
4476,streetlight,MEDIUM,2,31,11.29,0.37,0,0,4,24,0,1
4477,drainage,LOW,1,18,33.89,21.75,0,1,3,48,0,0
4478,water_leakage,HIGH,3,50,2.93,2.87,0,0,5,24,0,1
4479,other,HIGH,3,85,35.41,34.54,1,1,7,72,1,1
4480,water_leakage,MEDIUM,2,37,25.62,0.69,0,1,5,24,0,1
4481,water_leakage,MEDIUM,2,34,36.66,5.02,0,0,5,24,0,1
4482,pothole,LOW,1,28,50.68,29.05,1,1,1,48,0,1
4483,drainage,HIGH,3,70,19.86,1.11,0,1,3,48,1,0
4484,water_leakage,MEDIUM,2,38,23.83,9.76,1,1,5,24,0,0
4485,streetlight,LOW,1,46,13.27,6.21,3,0,4,24,0,1
4486,pothole,HIGH,3,51,7.52,0.67,0,1,1,48,0,1
4487,other,LOW,1,28,13.45,0.31,1,1,7,72,0,0
4488,pothole,MEDIUM,2,33,84.9,29.11,0,1,1,48,0,1
4489,drainage,MEDIUM,2,38,40.66,18.43,1,1,3,48,0,0
4490,other,HIGH,3,60,119.38,66.71,1,1,7,72,0,1
4491,drainage,MEDIUM,2,43,64.76,34.88,1,1,3,48,0,1
4492,garbage,CRITICAL,4,86,121.59,53.6,2,1,2,72,0,1
4493,other,MEDIUM,2,40,42.07,7.15,0,1,7,72,0,0
4494,water_leakage,LOW,1,18,29.62,20.34,0,1,5,24,0,0
4495,streetlight,MEDIUM,2,56,29.32,14.04,3,1,4,24,0,1
4496,garbage,MEDIUM,2,31,43.99,1.67,0,1,2,72,0,1
4497,other,LOW,1,20,16.71,2.4,0,1,7,72,0,0
4498,other,MEDIUM,2,45,8.97,8.91,1,1,7,72,0,0
4499,garbage,LOW,1,17,79.71,30.04,0,1,2,72,0,1
4500,pothole,MEDIUM,2,36,12.16,4.84,0,0,1,48,0,1
4501,water_leakage,MEDIUM,2,36,22.7,4.29,0,0,5,24,0,1
4502,water_leakage,HIGH,3,54,8.15,1.78,0,0,5,24,0,1
4503,pothole,HIGH,3,55,69.59,2.32,0,1,1,48,0,1
4504,water_leakage,HIGH,3,59,12.61,1.09,1,0,5,24,0,1
4505,garbage,MEDIUM,2,38,81.71,66.1,0,1,2,72,0,1
4506,other,LOW,1,21,117.74,2.26,0,1,7,72,0,1
4507,streetlight,HIGH,3,75,19.65,16.77,0,1,4,24,1,1
4508,drainage,MEDIUM,2,67,5.03,1.26,4,0,3,48,0,0
4509,other,LOW,1,17,46.43,34.31,0,1,7,72,0,0
4510,garbage,MEDIUM,2,32,48.14,11.32,0,1,2,72,0,1
4511,garbage,LOW,1,16,122.63,5.92,0,1,2,72,0,1
4512,other,MEDIUM,2,34,43.59,34.24,0,0,7,72,0,1
4513,garbage,HIGH,3,46,54.77,21.11,0,0,2,72,0,1
4514,drainage,LOW,1,21,43.81,19.14,0,1,3,48,0,0
4515,water_leakage,CRITICAL,4,69,31.74,6.12,0,1,5,24,0,1
4516,pothole,LOW,1,17,24.35,10.64,0,1,1,48,0,0
4517,other,LOW,1,50,29.66,23.66,4,1,7,72,0,0
4518,pothole,LOW,1,24,47.19,25.34,0,1,1,48,0,0
4519,water_leakage,MEDIUM,2,67,35.74,14.15,4,1,5,24,0,0
4520,streetlight,MEDIUM,2,42,14.42,8.4,1,1,4,24,0,1
4521,streetlight,MEDIUM,2,33,12.67,3.78,0,1,4,24,0,0
4522,pothole,LOW,1,23,6.27,2.32,0,0,1,48,0,1
4523,water_leakage,MEDIUM,2,45,11.04,9.84,1,1,5,24,0,0
4524,water_leakage,MEDIUM,2,38,33.03,3.0,1,1,5,24,0,0
4525,water_leakage,MEDIUM,2,38,9.87,4.84,1,1,5,24,0,0
4526,water_leakage,MEDIUM,2,38,2.48,1.71,1,1,5,24,0,0
4527,streetlight,LOW,1,24,30.29,10.16,1,0,4,24,0,1
4528,drainage,LOW,1,37,42.11,26.02,2,1,3,48,0,0
4529,drainage,MEDIUM,2,38,72.84,23.41,0,0,3,48,0,1
4530,other,HIGH,3,58,112.65,54.74,1,1,7,72,0,1
4531,drainage,MEDIUM,2,35,36.54,32.32,0,1,3,48,0,1
4532,streetlight,LOW,1,29,14.04,11.74,1,0,4,24,0,1
4533,water_leakage,HIGH,3,76,42.35,13.58,0,1,5,24,1,1
4534,drainage,MEDIUM,2,31,32.01,3.82,0,1,3,48,0,1
4535,water_leakage,LOW,1,16,42.52,4.5,0,1,5,24,0,1
4536,drainage,MEDIUM,2,36,34.91,20.72,0,0,3,48,0,0
4537,streetlight,HIGH,3,86,38.53,13.39,1,1,4,24,1,1
4538,streetlight,MEDIUM,2,71,35.74,15.06,5,1,4,24,0,1
4539,garbage,LOW,1,24,21.0,13.17,0,0,2,72,0,0
4540,garbage,LOW,1,18,45.04,25.38,0,0,2,72,0,1
4541,pothole,LOW,1,30,24.33,14.27,1,0,1,48,0,1
4542,pothole,HIGH,3,71,7.82,6.45,2,0,1,48,0,1
4543,water_leakage,MEDIUM,2,32,14.94,12.14,0,1,5,24,0,1
4544,streetlight,LOW,1,28,18.02,3.71,1,1,4,24,0,1
4545,other,LOW,1,35,99.32,37.5,2,0,7,72,0,0
4546,other,LOW,1,17,110.83,11.47,0,0,7,72,0,1
4547,water_leakage,LOW,1,60,19.2,16.61,5,0,5,24,0,1
4548,other,LOW,1,17,44.26,18.29,0,1,7,72,0,1
4549,garbage,HIGH,3,54,69.99,48.06,0,1,2,72,0,1
4550,other,CRITICAL,4,70,125.27,47.61,0,0,7,72,0,1
4551,other,LOW,1,32,85.0,11.78,1,1,7,72,0,1
4552,garbage,MEDIUM,2,39,54.94,21.6,0,1,2,72,0,1
4553,garbage,MEDIUM,2,70,84.25,11.4,4,1,2,72,0,1
4554,pothole,LOW,1,25,84.43,23.58,0,0,1,48,0,1
4555,pothole,HIGH,3,63,42.39,9.27,1,0,1,48,0,1
4556,other,LOW,1,21,44.45,37.58,0,1,7,72,0,0
4557,pothole,MEDIUM,2,46,29.58,24.05,2,1,1,48,0,1
4558,water_leakage,MEDIUM,2,36,2.66,2.1,0,1,5,24,0,0
4559,drainage,HIGH,3,87,53.79,38.18,1,1,3,48,1,1
4560,garbage,MEDIUM,2,55,116.57,65.47,3,0,2,72,0,1
4561,streetlight,MEDIUM,2,36,17.87,10.26,0,1,4,24,0,0
4562,streetlight,MEDIUM,2,76,14.96,7.6,5,1,4,24,0,1
4563,water_leakage,MEDIUM,2,32,28.36,17.0,0,1,5,24,0,1
4564,water_leakage,HIGH,3,83,25.07,7.12,1,1,5,24,1,1
4565,streetlight,HIGH,3,100,3.32,2.93,3,1,4,24,1,1
4566,other,CRITICAL,4,90,118.67,50.91,0,0,7,72,1,1
4567,other,MEDIUM,2,35,24.3,22.99,0,1,7,72,0,0
4568,water_leakage,HIGH,3,80,16.57,0.25,0,1,5,24,1,1
4569,streetlight,MEDIUM,2,38,24.27,7.85,0,0,4,24,0,1
4570,pothole,CRITICAL,4,70,37.87,0.03,0,1,1,48,0,1
4571,water_leakage,CRITICAL,4,66,4.33,0.29,0,1,5,24,0,0
4572,streetlight,CRITICAL,4,89,19.13,18.07,0,1,4,24,1,1
4573,streetlight,MEDIUM,2,30,20.87,9.6,0,1,4,24,0,1
4574,other,HIGH,3,93,63.55,18.24,2,0,7,72,1,1
4575,drainage,MEDIUM,2,39,38.93,23.4,0,0,3,48,0,1
4576,other,CRITICAL,4,63,35.06,14.93,0,1,7,72,0,1
4577,pothole,HIGH,3,73,44.71,22.47,0,0,1,48,1,0
4578,garbage,CRITICAL,4,100,103.78,30.41,2,0,2,72,1,1
4579,pothole,MEDIUM,2,34,48.69,24.75,0,1,1,48,0,1
4580,drainage,MEDIUM,2,39,40.34,29.58,0,0,3,48,0,1
4581,pothole,MEDIUM,2,33,44.85,42.07,0,1,1,48,0,1
4582,other,MEDIUM,2,40,31.62,12.71,0,1,7,72,0,0
4583,water_leakage,MEDIUM,2,36,4.52,0.49,0,1,5,24,0,0
4584,water_leakage,LOW,1,25,4.72,4.52,0,0,5,24,0,0
4585,drainage,MEDIUM,2,39,61.32,17.21,0,0,3,48,0,1
4586,garbage,HIGH,3,49,77.91,61.91,0,0,2,72,0,1
4587,garbage,LOW,1,41,58.12,36.32,2,0,2,72,0,1
4588,garbage,LOW,1,21,70.27,31.46,0,1,2,72,0,1
4589,other,MEDIUM,2,31,21.43,15.6,0,1,7,72,0,0
4590,drainage,LOW,1,55,18.36,11.23,4,1,3,48,0,0
4591,drainage,MEDIUM,2,33,56.37,1.02,0,0,3,48,0,1
4592,water_leakage,MEDIUM,2,48,27.37,20.94,2,1,5,24,0,1
4593,streetlight,LOW,1,23,7.21,0.03,0,1,4,24,0,1
4594,drainage,LOW,1,21,19.29,16.73,0,1,3,48,0,1
4595,streetlight,HIGH,3,55,17.54,7.93,0,0,4,24,0,1
4596,water_leakage,LOW,1,46,1.44,0.33,3,1,5,24,0,0
4597,streetlight,LOW,1,39,15.44,9.64,3,0,4,24,0,1
4598,pothole,MEDIUM,2,34,42.23,20.36,0,1,1,48,0,0
4599,streetlight,MEDIUM,2,41,7.56,2.45,1,1,4,24,0,0
4600,drainage,MEDIUM,2,42,35.79,33.93,1,0,3,48,0,1
4601,streetlight,MEDIUM,2,40,7.68,3.4,0,1,4,24,0,0
4602,water_leakage,MEDIUM,2,47,42.47,7.76,1,1,5,24,0,1
4603,pothole,MEDIUM,2,31,70.53,17.53,0,1,1,48,0,1
4604,streetlight,MEDIUM,2,53,10.79,2.5,2,0,4,24,0,1
4605,other,MEDIUM,2,38,128.72,46.73,0,1,7,72,0,1
4606,water_leakage,MEDIUM,2,34,21.77,4.56,0,1,5,24,0,1
4607,other,LOW,1,57,98.42,23.04,4,0,7,72,0,1
4608,other,HIGH,3,89,48.84,33.61,2,1,7,72,1,1
4609,drainage,LOW,1,20,66.47,21.7,0,1,3,48,0,0
4610,water_leakage,CRITICAL,4,62,27.56,9.66,0,0,5,24,0,1
4611,other,MEDIUM,2,40,117.68,33.41,0,1,7,72,0,1
4612,garbage,MEDIUM,2,34,89.17,65.47,0,1,2,72,0,1
4613,other,HIGH,3,58,123.47,71.83,1,0,7,72,0,1
4614,drainage,MEDIUM,2,39,65.44,36.1,1,1,3,48,0,1
4615,garbage,HIGH,3,80,103.23,11.16,1,1,2,72,1,1
4616,other,LOW,1,37,66.15,46.12,2,1,7,72,0,1
4617,garbage,MEDIUM,2,59,32.49,23.79,3,1,2,72,0,1
4618,pothole,HIGH,3,62,52.96,15.28,2,1,1,48,0,1
4619,pothole,LOW,1,17,20.07,8.07,0,1,1,48,0,0
4620,streetlight,MEDIUM,2,45,14.1,4.27,1,1,4,24,0,0
4621,water_leakage,CRITICAL,4,86,15.56,1.56,2,1,5,24,0,1
4622,garbage,LOW,1,23,95.79,26.4,0,0,2,72,0,1
4623,water_leakage,LOW,1,25,12.62,7.89,0,1,5,24,0,0
4624,water_leakage,LOW,1,23,0.88,0.15,0,1,5,24,0,0
4625,other,MEDIUM,2,39,51.2,47.76,1,1,7,72,0,1
4626,garbage,LOW,1,21,71.81,27.82,0,0,2,72,0,0
4627,garbage,MEDIUM,2,47,1.85,1.75,1,1,2,72,0,1
4628,drainage,HIGH,3,48,57.67,13.5,0,0,3,48,0,1
4629,other,MEDIUM,2,31,111.25,48.95,0,0,7,72,0,1
4630,garbage,HIGH,3,100,55.93,55.07,4,1,2,72,1,1
4631,drainage,HIGH,3,55,46.09,15.27,1,1,3,48,0,1
4632,water_leakage,MEDIUM,2,36,33.0,2.5,0,1,5,24,0,1
4633,streetlight,MEDIUM,2,40,33.44,17.94,1,1,4,24,0,0
4634,pothole,LOW,1,20,51.07,30.58,0,1,1,48,0,1
4635,other,MEDIUM,2,50,117.81,51.77,2,0,7,72,0,1
4636,pothole,MEDIUM,2,33,54.13,26.19,0,1,1,48,0,0
4637,garbage,HIGH,3,73,55.8,3.12,0,1,2,72,1,1
4638,water_leakage,LOW,1,32,11.49,2.92,2,1,5,24,0,0
4639,pothole,MEDIUM,2,40,65.31,29.59,0,0,1,48,0,1
4640,drainage,MEDIUM,2,38,64.72,40.35,0,0,3,48,0,1
4641,garbage,MEDIUM,2,35,100.6,35.97,0,1,2,72,0,1
4642,other,HIGH,3,95,22.12,20.33,2,1,7,72,1,1
4643,pothole,HIGH,3,71,15.54,14.89,3,0,1,48,0,1
4644,water_leakage,HIGH,3,87,29.38,3.33,2,1,5,24,1,0
4645,garbage,MEDIUM,2,30,55.74,18.63,0,1,2,72,0,1
4646,garbage,CRITICAL,4,71,17.61,13.2,1,0,2,72,0,1
4647,other,HIGH,3,72,47.35,35.13,0,0,7,72,1,1
4648,garbage,MEDIUM,2,40,65.56,18.47,0,1,2,72,0,0
4649,streetlight,MEDIUM,2,38,15.33,3.23,0,0,4,24,0,1
4650,other,MEDIUM,2,31,24.76,24.4,0,1,7,72,0,1
4651,streetlight,MEDIUM,2,30,35.83,14.18,0,1,4,24,0,1
4652,pothole,HIGH,3,86,23.53,15.79,2,1,1,48,1,1
4653,pothole,MEDIUM,2,30,78.74,22.4,0,0,1,48,0,1
4654,drainage,LOW,1,16,49.45,11.11,0,0,3,48,0,1
4655,drainage,HIGH,3,53,0.85,0.17,0,1,3,48,0,0
4656,water_leakage,MEDIUM,2,34,29.13,11.68,0,0,5,24,0,1
4657,streetlight,MEDIUM,2,34,0.21,0.03,0,1,4,24,0,0
4658,streetlight,LOW,1,23,6.39,3.57,0,0,4,24,0,0
4659,water_leakage,MEDIUM,2,47,15.36,13.17,1,1,5,24,0,0
4660,pothole,LOW,1,21,50.19,37.14,0,0,1,48,0,1
4661,other,LOW,1,31,126.27,26.89,1,1,7,72,0,1
4662,water_leakage,CRITICAL,4,92,9.38,6.94,0,1,5,24,1,1
4663,drainage,HIGH,3,79,47.82,11.88,0,1,3,48,1,1
4664,water_leakage,LOW,1,52,26.49,0.27,4,1,5,24,0,1
4665,drainage,LOW,1,20,60.32,40.76,0,1,3,48,0,1
4666,water_leakage,HIGH,3,74,36.14,21.11,0,1,5,24,1,1
4667,water_leakage,MEDIUM,2,33,31.1,10.93,0,1,5,24,0,1
4668,other,MEDIUM,2,39,60.03,16.54,0,1,7,72,0,0
4669,streetlight,MEDIUM,2,43,26.06,8.75,1,1,4,24,0,1
4670,streetlight,LOW,1,25,16.63,12.97,0,0,4,24,0,1
4671,drainage,MEDIUM,2,55,78.5,19.27,3,1,3,48,0,0
4672,water_leakage,HIGH,3,59,0.87,0.71,1,1,5,24,0,0
4673,drainage,HIGH,3,77,2.74,2.34,3,1,3,48,0,1
4674,water_leakage,MEDIUM,2,47,19.61,1.34,1,1,5,24,0,1
4675,streetlight,LOW,1,16,19.98,4.63,0,1,4,24,0,1
4676,water_leakage,HIGH,3,55,18.99,10.56,1,1,5,24,0,1
4677,streetlight,MEDIUM,2,71,23.73,1.58,4,1,4,24,0,0
4678,garbage,HIGH,3,63,98.25,44.91,2,1,2,72,0,1
4679,other,MEDIUM,2,43,80.94,29.11,1,0,7,72,0,1
4680,water_leakage,HIGH,3,56,37.83,4.64,1,0,5,24,0,1
4681,streetlight,LOW,1,22,22.88,8.43,0,1,4,24,0,0
4682,streetlight,HIGH,3,82,36.06,6.13,1,1,4,24,1,1
4683,pothole,MEDIUM,2,33,23.48,18.41,0,0,1,48,0,0
4684,pothole,LOW,1,24,36.53,35.4,0,1,1,48,0,0
4685,water_leakage,MEDIUM,2,35,31.99,4.24,0,1,5,24,0,0
4686,drainage,LOW,1,22,79.83,35.65,0,1,3,48,0,0
4687,other,MEDIUM,2,47,116.14,26.99,1,1,7,72,0,1
4688,garbage,HIGH,3,50,52.86,43.56,0,0,2,72,0,1
4689,streetlight,HIGH,3,78,30.34,22.56,4,0,4,24,0,1
4690,other,LOW,1,24,126.22,53.63,0,1,7,72,0,1
4691,streetlight,MEDIUM,2,30,21.41,2.58,0,1,4,24,0,0
4692,pothole,MEDIUM,2,32,80.21,33.63,0,1,1,48,0,1
4693,pothole,LOW,1,22,10.45,9.41,0,1,1,48,0,0
4694,garbage,MEDIUM,2,79,129.56,31.52,5,1,2,72,0,0
4695,other,MEDIUM,2,44,13.3,5.72,1,1,7,72,0,0
4696,drainage,LOW,1,27,60.16,7.55,1,1,3,48,0,1
4697,water_leakage,MEDIUM,2,32,21.04,15.14,0,0,5,24,0,1
4698,streetlight,LOW,1,50,31.89,7.49,4,1,4,24,0,1
4699,drainage,MEDIUM,2,30,86.02,13.09,0,1,3,48,0,0
4700,streetlight,HIGH,3,100,42.72,12.3,5,0,4,24,1,1
4701,other,HIGH,3,71,41.51,33.02,0,1,7,72,1,1
4702,pothole,MEDIUM,2,40,75.24,22.62,0,0,1,48,0,1
4703,other,MEDIUM,2,35,56.9,23.1,0,1,7,72,0,1
4704,other,LOW,1,24,20.32,19.74,0,1,7,72,0,0
4705,drainage,LOW,1,30,14.4,13.91,1,1,3,48,0,0
4706,pothole,MEDIUM,2,67,76.85,11.51,4,0,1,48,0,1
4707,garbage,LOW,1,41,49.01,39.52,2,1,2,72,0,0
4708,drainage,MEDIUM,2,37,71.9,6.4,0,0,3,48,0,1
4709,other,LOW,1,24,47.36,23.57,0,1,7,72,0,0
4710,pothole,MEDIUM,2,33,45.93,40.85,0,0,1,48,0,1
4711,other,MEDIUM,2,32,108.52,69.65,0,1,7,72,0,0
4712,drainage,MEDIUM,2,30,51.56,41.96,0,1,3,48,0,1
4713,garbage,LOW,1,24,44.82,16.41,0,1,2,72,0,0
4714,streetlight,MEDIUM,2,34,15.69,13.59,0,1,4,24,0,0
4715,garbage,LOW,1,19,126.91,32.71,0,1,2,72,0,0
4716,drainage,MEDIUM,2,72,1.72,0.11,5,1,3,48,0,1
4717,drainage,MEDIUM,2,36,7.71,2.14,0,1,3,48,0,0
4718,garbage,LOW,1,30,18.29,15.49,1,1,2,72,0,1
4719,other,MEDIUM,2,32,127.04,0.17,0,1,7,72,0,1
4720,streetlight,LOW,1,33,24.12,6.54,1,1,4,24,0,1
4721,streetlight,HIGH,3,54,40.97,13.29,1,1,4,24,0,1
4722,streetlight,MEDIUM,2,38,21.06,19.5,0,1,4,24,0,0
4723,drainage,MEDIUM,2,38,69.68,29.19,0,1,3,48,0,1
4724,pothole,LOW,1,31,16.64,4.7,2,1,1,48,0,0
4725,other,LOW,1,18,93.53,3.47,0,1,7,72,0,1
4726,other,MEDIUM,2,56,106.74,31.11,2,1,7,72,0,1
4727,pothole,HIGH,3,80,86.37,4.67,1,1,1,48,1,1
4728,pothole,LOW,1,21,82.6,13.95,0,1,1,48,0,0
4729,garbage,MEDIUM,2,41,19.31,13.24,1,1,2,72,0,1
4730,garbage,LOW,1,19,106.04,19.26,0,1,2,72,0,0
4731,other,MEDIUM,2,32,77.61,61.0,0,1,7,72,0,1
4732,garbage,LOW,1,20,109.31,53.65,0,1,2,72,0,1
4733,pothole,HIGH,3,86,33.76,16.58,2,1,1,48,1,1
4734,water_leakage,MEDIUM,2,60,36.69,7.28,3,1,5,24,0,1
4735,pothole,MEDIUM,2,39,30.39,16.06,0,1,1,48,0,0
4736,garbage,HIGH,3,74,16.87,2.14,0,1,2,72,1,0
4737,water_leakage,HIGH,3,79,16.66,1.57,0,0,5,24,1,1
4738,drainage,MEDIUM,2,35,27.7,10.99,0,0,3,48,0,0
4739,garbage,MEDIUM,2,40,40.47,39.03,0,1,2,72,0,0
4740,drainage,HIGH,3,46,58.35,22.74,0,1,3,48,0,1
4741,pothole,MEDIUM,2,39,33.1,12.61,0,1,1,48,0,1
4742,garbage,CRITICAL,4,87,56.45,9.21,0,1,2,72,1,1
4743,garbage,HIGH,3,58,15.91,3.28,1,1,2,72,0,1
4744,streetlight,HIGH,3,47,35.48,18.7,0,1,4,24,0,1
4745,pothole,LOW,1,56,39.26,3.17,4,1,1,48,0,1
4746,pothole,LOW,1,20,33.4,25.33,0,1,1,48,0,0
4747,drainage,LOW,1,23,76.05,30.84,1,1,3,48,0,0
4748,garbage,CRITICAL,4,67,95.38,8.91,0,1,2,72,0,1
4749,other,LOW,1,54,55.02,35.2,4,0,7,72,0,1
4750,garbage,HIGH,3,81,92.33,7.03,1,0,2,72,1,1
4751,garbage,MEDIUM,2,38,109.67,12.49,0,0,2,72,0,1
4752,other,MEDIUM,2,34,80.47,24.9,0,1,7,72,0,1
4753,drainage,LOW,1,22,19.52,12.03,0,0,3,48,0,1
4754,garbage,MEDIUM,2,31,32.69,14.58,0,0,2,72,0,1
4755,water_leakage,MEDIUM,2,58,14.87,1.39,3,0,5,24,0,1
4756,pothole,LOW,1,23,32.7,17.37,0,1,1,48,0,0
4757,water_leakage,HIGH,3,83,7.62,5.97,1,1,5,24,1,0
4758,other,MEDIUM,2,39,76.18,40.35,0,1,7,72,0,1
4759,streetlight,LOW,1,32,16.56,11.62,1,0,4,24,0,1
4760,drainage,LOW,1,59,55.75,2.62,5,1,3,48,0,1
4761,streetlight,MEDIUM,2,69,30.42,11.38,4,1,4,24,0,1
4762,water_leakage,MEDIUM,2,33,2.95,2.93,0,1,5,24,0,0
4763,other,HIGH,3,50,113.15,62.62,0,1,7,72,0,0
4764,water_leakage,LOW,1,17,42.01,2.75,0,1,5,24,0,1
4765,other,LOW,1,22,81.7,6.29,0,0,7,72,0,1
4766,garbage,MEDIUM,2,35,25.49,23.33,0,1,2,72,0,1
4767,water_leakage,CRITICAL,4,95,37.92,16.3,0,1,5,24,1,1
4768,garbage,LOW,1,19,71.3,45.97,0,0,2,72,0,1
4769,streetlight,MEDIUM,2,35,25.75,9.48,0,1,4,24,0,1
4770,pothole,LOW,1,22,50.34,36.23,0,1,1,48,0,1
4771,other,HIGH,3,75,128.42,1.01,0,0,7,72,1,1
4772,streetlight,HIGH,3,54,11.79,7.77,0,1,4,24,0,0
4773,streetlight,LOW,1,31,28.48,14.86,2,0,4,24,0,0
4774,drainage,LOW,1,33,10.74,4.99,1,0,3,48,0,1
4775,drainage,LOW,1,49,81.48,15.72,3,1,3,48,0,1
4776,streetlight,MEDIUM,2,43,9.19,8.3,1,0,4,24,0,1
4777,streetlight,LOW,1,22,8.93,0.62,0,1,4,24,0,0
4778,drainage,LOW,1,39,78.84,3.6,2,1,3,48,0,1
4779,streetlight,LOW,1,21,28.53,13.83,0,1,4,24,0,1
4780,other,CRITICAL,4,69,78.31,35.82,1,1,7,72,0,1
4781,garbage,LOW,1,15,29.84,11.64,0,1,2,72,0,1
4782,drainage,HIGH,3,99,33.42,33.05,3,1,3,48,1,1
4783,streetlight,MEDIUM,2,38,38.42,11.75,0,0,4,24,0,1
4784,other,LOW,1,22,64.7,33.81,0,1,7,72,0,0
4785,drainage,CRITICAL,4,100,35.87,24.34,3,0,3,48,1,1
4786,other,HIGH,3,96,26.52,10.74,3,0,7,72,1,1
4787,streetlight,LOW,1,24,30.16,6.14,0,1,4,24,0,1
4788,other,MEDIUM,2,30,43.66,38.8,0,1,7,72,0,0
4789,garbage,MEDIUM,2,71,92.15,8.5,5,1,2,72,0,1
4790,pothole,MEDIUM,2,72,39.94,29.6,4,1,1,48,0,1
4791,drainage,HIGH,3,56,43.32,3.92,1,1,3,48,0,1
4792,other,MEDIUM,2,43,97.02,71.54,1,1,7,72,0,0
4793,streetlight,HIGH,3,77,38.31,18.37,0,1,4,24,1,1
4794,other,LOW,1,22,46.73,24.15,0,1,7,72,0,1
4795,garbage,MEDIUM,2,43,119.22,27.66,1,1,2,72,0,1
4796,water_leakage,LOW,1,18,35.51,11.48,0,0,5,24,0,1
4797,other,HIGH,3,51,27.49,3.54,0,0,7,72,0,1
4798,pothole,LOW,1,22,65.48,40.53,0,1,1,48,0,1
4799,garbage,MEDIUM,2,35,128.41,37.89,0,1,2,72,0,1
4800,water_leakage,MEDIUM,2,35,17.87,1.52,0,1,5,24,0,1
4801,water_leakage,LOW,1,36,9.51,3.51,2,1,5,24,0,0
4802,other,LOW,1,17,128.09,31.48,0,1,7,72,0,0
4803,other,LOW,1,22,120.32,57.41,0,0,7,72,0,1
4804,streetlight,LOW,1,37,31.37,4.65,2,1,4,24,0,1
4805,garbage,MEDIUM,2,40,86.08,61.24,0,1,2,72,0,1
4806,pothole,MEDIUM,2,31,13.04,6.78,0,0,1,48,0,0
4807,drainage,MEDIUM,2,60,4.26,2.33,3,1,3,48,0,0
4808,drainage,HIGH,3,71,64.56,16.24,0,0,3,48,1,1
4809,other,MEDIUM,2,34,88.18,30.27,0,1,7,72,0,1
4810,streetlight,LOW,1,29,9.16,4.87,1,1,4,24,0,0
4811,streetlight,HIGH,3,77,12.77,9.74,0,0,4,24,1,1
4812,other,MEDIUM,2,32,126.24,14.3,0,1,7,72,0,1
4813,other,MEDIUM,2,38,115.67,36.14,1,0,7,72,0,1
4814,streetlight,LOW,1,15,23.73,15.16,0,1,4,24,0,1
4815,garbage,LOW,1,25,37.56,12.0,1,0,2,72,0,0
4816,pothole,MEDIUM,2,34,74.68,30.8,0,1,1,48,0,1
4817,water_leakage,MEDIUM,2,35,10.21,9.9,0,1,5,24,0,0
4818,water_leakage,MEDIUM,2,68,18.97,5.65,4,0,5,24,0,1
4819,water_leakage,MEDIUM,2,39,22.84,8.0,0,0,5,24,0,1
4820,drainage,HIGH,3,49,75.35,21.73,0,1,3,48,0,0
